     #Energy           s          py          pz          px         dxy         dyz         dz2         dxz         dx2       tot  
   -12.59353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.58753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.58053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.57453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.56853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.56253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.55553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.54953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.54353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.53753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.53053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.52453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.51853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.51253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.50553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.49953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.49353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.48753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.48053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.47453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.46853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.46153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.45553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.44953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.44353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.43653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.43053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.42453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.41853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.41153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.40553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.39953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.39353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.38653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.38053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.37453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.36853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.36153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.35553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.34953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.34353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.33653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.33053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.32453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.31853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.31153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.30553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.29953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.29353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.28653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.28053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.27453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.26853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.26153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.25553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.24953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.24353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.23653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.23053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.22453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.21853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.21153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.20553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.19953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.19253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.18653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.18053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.17453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.16753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.16153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.15553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.14953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.14253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.13653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.13053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.12453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.11753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.11153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.10553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.09953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.09253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.08653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.08053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.07453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.06753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.06153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.05553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.04953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.04253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.03653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.03053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.02453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.01753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.01153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -12.00553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.99953     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.99253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.98653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.98053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.97453     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.96753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.96153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.95553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.94853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.94253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.93653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.93053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.92353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.91753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.91153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.90553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.89853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.89253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.88653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.88053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.87353     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.86753     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.86153     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.85553     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.84853     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.84253     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.83653     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.83053     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
   -11.82353     0.00037     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000     0.00037
   -11.81753     0.02062     0.00000     0.00000     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000     0.02064
   -11.81153     0.06079     0.00001     0.00000     0.00003     0.00000     0.00000     0.00000     0.00000     0.00000     0.06084
   -11.80553     0.07510     0.00003     0.00001     0.00005     0.00000     0.00000     0.00000     0.00000     0.00000     0.07519
   -11.79853     0.08064     0.00003     0.00001     0.00008     0.00000     0.00000     0.00000     0.00000     0.00000     0.08076
   -11.79253     0.09544     0.00004     0.00001     0.00012     0.00000     0.00000     0.00000     0.00000     0.00000     0.09561
   -11.78653     0.11264     0.00006     0.00002     0.00016     0.00000     0.00000     0.00000     0.00000     0.00000     0.11287
   -11.78053     0.12576     0.00007     0.00002     0.00020     0.00000     0.00000     0.00000     0.00000     0.00000     0.12605
   -11.77353     0.12872     0.00008     0.00003     0.00024     0.00000     0.00000     0.00000     0.00000     0.00000     0.12907
   -11.76753     0.13368     0.00010     0.00003     0.00029     0.00000     0.00000     0.00000     0.00000     0.00000     0.13410
   -11.76153     0.14208     0.00012     0.00004     0.00034     0.00000     0.00000     0.00000     0.00000     0.00000     0.14257
   -11.75553     0.15032     0.00013     0.00004     0.00039     0.00000     0.00000     0.00000     0.00000     0.00000     0.15088
   -11.74853     0.15840     0.00015     0.00005     0.00044     0.00000     0.00000     0.00000     0.00000     0.00000     0.15903
   -11.74253     0.16664     0.00017     0.00005     0.00049     0.00000     0.00000     0.00000     0.00000     0.00000     0.16735
   -11.73653     0.17616     0.00019     0.00006     0.00055     0.00000     0.00000     0.00000     0.00000     0.00000     0.17696
   -11.73053     0.18320     0.00022     0.00006     0.00062     0.00000     0.00000     0.00000     0.00000     0.00000     0.18410
   -11.72353     0.18632     0.00024     0.00007     0.00068     0.00000     0.00000     0.00000     0.00000     0.00000     0.18731
   -11.71753     0.19096     0.00026     0.00008     0.00075     0.00000     0.00000     0.00000     0.00000     0.00000     0.19204
   -11.71153     0.19640     0.00028     0.00008     0.00081     0.00000     0.00000     0.00000     0.00000     0.00000     0.19757
   -11.70553     0.20160     0.00030     0.00009     0.00088     0.00000     0.00000     0.00000     0.00000     0.00000     0.20286
   -11.69853     0.20640     0.00031     0.00010     0.00094     0.00000     0.00000     0.00000     0.00000     0.00000     0.20775
   -11.69253     0.21152     0.00034     0.00010     0.00102     0.00000     0.00000     0.00000     0.00000     0.00000     0.21298
   -11.68653     0.21768     0.00037     0.00011     0.00110     0.00000     0.00000     0.00000     0.00000     0.00000     0.21926
   -11.67953     0.22416     0.00039     0.00012     0.00117     0.00000     0.00000     0.00000     0.00000     0.00000     0.22584
   -11.67353     0.23072     0.00042     0.00013     0.00125     0.00000     0.00000     0.00000     0.00000     0.00000     0.23251
   -11.66753     0.23736     0.00045     0.00013     0.00133     0.00000     0.00000     0.00000     0.00000     0.00000     0.23927
   -11.66153     0.24208     0.00048     0.00014     0.00141     0.00000     0.00000     0.00000     0.00000     0.00000     0.24411
   -11.65453     0.24480     0.00050     0.00015     0.00149     0.00000     0.00000     0.00000     0.00000     0.00000     0.24694
   -11.64853     0.24832     0.00053     0.00016     0.00157     0.00000     0.00000     0.00000     0.00000     0.00000     0.25057
   -11.64253     0.25232     0.00055     0.00016     0.00165     0.00000     0.00000     0.00000     0.00000     0.00000     0.25469
   -11.63653     0.25624     0.00058     0.00017     0.00174     0.00000     0.00000     0.00000     0.00000     0.00000     0.25874
   -11.62953     0.26000     0.00062     0.00018     0.00183     0.00000     0.00000     0.00000     0.00000     0.00000     0.26263
   -11.62353     0.26400     0.00065     0.00019     0.00192     0.00000     0.00000     0.00000     0.00000     0.00000     0.26676
   -11.61753     0.26856     0.00068     0.00020     0.00201     0.00000     0.00000     0.00000     0.00000     0.00000     0.27145
   -11.61153     0.27328     0.00071     0.00021     0.00210     0.00000     0.00000     0.00000     0.00000     0.00000     0.27630
   -11.60453     0.27800     0.00074     0.00022     0.00220     0.00000     0.00000     0.00000     0.00000     0.00000     0.28115
   -11.59853     0.28272     0.00077     0.00023     0.00229     0.00000     0.00000     0.00000     0.00000     0.00000     0.28600
   -11.59253     0.28752     0.00080     0.00023     0.00238     0.00000     0.00000     0.00000     0.00000     0.00000     0.29093
   -11.58653     0.29232     0.00082     0.00024     0.00248     0.00000     0.00000     0.00000     0.00000     0.00000     0.29587
   -11.57953     0.29704     0.00085     0.00025     0.00258     0.00000     0.00000     0.00000     0.00000     0.00000     0.30073
   -11.57353     0.30072     0.00089     0.00026     0.00269     0.00000     0.00000     0.00000     0.00000     0.00000     0.30456
   -11.56753     0.30336     0.00093     0.00027     0.00279     0.00000     0.00000     0.00000     0.00000     0.00000     0.30735
   -11.56153     0.30656     0.00096     0.00029     0.00289     0.00000     0.00000     0.00000     0.00000     0.00000     0.31070
   -11.55453     0.31000     0.00100     0.00030     0.00300     0.00000     0.00000     0.00000     0.00000     0.00000     0.31429
   -11.54853     0.31328     0.00103     0.00031     0.00310     0.00000     0.00000     0.00000     0.00000     0.00000     0.31772
   -11.54253     0.31640     0.00107     0.00032     0.00321     0.00000     0.00000     0.00000     0.00000     0.00000     0.32100
   -11.53653     0.31968     0.00110     0.00033     0.00332     0.00000     0.00000     0.00000     0.00000     0.00000     0.32443
   -11.52953     0.32328     0.00113     0.00034     0.00342     0.00000     0.00000     0.00000     0.00000     0.00000     0.32818
   -11.52353     0.32688     0.00117     0.00035     0.00353     0.00000     0.00000     0.00000     0.00000     0.00000     0.33192
   -11.51753     0.33040     0.00120     0.00036     0.00364     0.00000     0.00000     0.00000     0.00000     0.00000     0.33559
   -11.51153     0.33407     0.00123     0.00037     0.00374     0.00000     0.00000     0.00000     0.00000     0.00000     0.33942
   -11.50453     0.33776     0.00127     0.00038     0.00386     0.00000     0.00000     0.00000     0.00000     0.00000     0.34327
   -11.49853     0.34152     0.00131     0.00039     0.00398     0.00000     0.00000     0.00000     0.00000     0.00000     0.34720
   -11.49253     0.34536     0.00136     0.00040     0.00410     0.00000     0.00000     0.00000     0.00000     0.00000     0.35122
   -11.48653     0.34936     0.00140     0.00042     0.00421     0.00000     0.00000     0.00000     0.00000     0.00000     0.35539
   -11.47953     0.35344     0.00144     0.00043     0.00433     0.00000     0.00000     0.00000     0.00000     0.00000     0.35964
   -11.47353     0.35760     0.00148     0.00044     0.00445     0.00000     0.00000     0.00000     0.00000     0.00000     0.36397
   -11.46753     0.36088     0.00152     0.00045     0.00457     0.00000     0.00000     0.00000     0.00000     0.00000     0.36742
   -11.46153     0.36328     0.00155     0.00047     0.00469     0.00000     0.00000     0.00000     0.00000     0.00000     0.36999
   -11.45453     0.36600     0.00159     0.00048     0.00482     0.00000     0.00000     0.00000     0.00000     0.00000     0.37288
   -11.44853     0.36888     0.00163     0.00049     0.00494     0.00000     0.00000     0.00000     0.00000     0.00000     0.37593
   -11.44253     0.37160     0.00166     0.00050     0.00506     0.00000     0.00000     0.00000     0.00000     0.00000     0.37883
   -11.43653     0.37424     0.00170     0.00051     0.00518     0.00000     0.00000     0.00000     0.00000     0.00000     0.38164
   -11.42953     0.37688     0.00174     0.00053     0.00531     0.00000     0.00000     0.00000     0.00000     0.00000     0.38445
   -11.42353     0.37984     0.00178     0.00054     0.00544     0.00000     0.00000     0.00000     0.00000     0.00000     0.38760
   -11.41753     0.38288     0.00183     0.00055     0.00557     0.00000     0.00000     0.00000     0.00000     0.00000     0.39083
   -11.41053     0.38600     0.00187     0.00056     0.00570     0.00000     0.00000     0.00000     0.00000     0.00000     0.39414
   -11.40453     0.38912     0.00191     0.00058     0.00583     0.00000     0.00000     0.00000     0.00000     0.00000     0.39744
   -11.39853     0.39232     0.00196     0.00059     0.00597     0.00000     0.00000     0.00000     0.00000     0.00000     0.40083
   -11.39253     0.39544     0.00200     0.00061     0.00610     0.00000     0.00000     0.00000     0.00000     0.00000     0.40415
   -11.38553     0.39864     0.00204     0.00062     0.00623     0.00000     0.00000     0.00000     0.00000     0.00000     0.40754
   -11.37953     0.40192     0.00209     0.00063     0.00637     0.00000     0.00000     0.00000     0.00000     0.00000     0.41101
   -11.37353     0.40520     0.00213     0.00065     0.00650     0.00000     0.00000     0.00000     0.00000     0.00000     0.41448
   -11.36753     0.40864     0.00217     0.00066     0.00664     0.00000     0.00000     0.00000     0.00000     0.00000     0.41811
   -11.36053     0.41200     0.00221     0.00068     0.00677     0.00000     0.00000     0.00000     0.00000     0.00000     0.42166
   -11.35453     0.41544     0.00225     0.00069     0.00691     0.00000     0.00000     0.00000     0.00000     0.00000     0.42529
   -11.34853     0.41888     0.00230     0.00071     0.00704     0.00000     0.00000     0.00000     0.00000     0.00000     0.42892
   -11.34253     0.42184     0.00234     0.00072     0.00718     0.00000     0.00000     0.00000     0.00000     0.00000     0.43208
   -11.33553     0.42392     0.00238     0.00073     0.00732     0.00000     0.00000     0.00000     0.00000     0.00000     0.43436
   -11.32953     0.42632     0.00243     0.00075     0.00747     0.00000     0.00000     0.00000     0.00000     0.00000     0.43697
   -11.32353     0.42888     0.00248     0.00076     0.00761     0.00000     0.00000     0.00000     0.00000     0.00000     0.43974
   -11.31753     0.43136     0.00253     0.00078     0.00776     0.00000     0.00000     0.00000     0.00000     0.00000     0.44243
   -11.31053     0.43376     0.00258     0.00079     0.00791     0.00000     0.00000     0.00000     0.00000     0.00000     0.44504
   -11.30453     0.43632     0.00263     0.00081     0.00806     0.00000     0.00000     0.00000     0.00000     0.00000     0.44781
